装备ID,名字,名字,装备显示图片,子弹路径,子弹名,武器特效路径,武器特效名,装备绑定特效路径,装备绑定特效名,子弹速度,是否能够攻击,音效事件名称,装备位置,最大等级,星级,允许职业,升级路径1,升级路径2,生命值,每等级生命,物理基础攻击下限,物理基础攻击下限每等级,物理基础攻击上限,物理基础攻击上限每等级,魔法基础攻击下限,魔法基础攻击下限每等级,魔法基础攻击上限,魔法基础攻击上限每等级,暴击等级,暴击成长,命中等级,命中成长,速度等级,速度成长,附带技能,售出价格,吞噬获取经验,吞噬获取经验/等级,基础战斗力,战斗力每等级,最大等级,基础分数加成%,加分成长%,装备icon,进阶消耗金币,进阶材料1,进阶材料1数量,进阶材料2,进阶材料2数量,进阶材料3,进阶材料3数量,进阶材料4,进阶材料4数量,进阶材料5,进阶材料5数量,音乐
YC00S3T9_1,赤鬼武士刀03_1+3,赤鬼武士刀,wpn_swordsman_03_04_01.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,1,80,4,1,,,1,1,420,0.085,513,0.085,0,0,0,0,0,0,144,0.085,0,0,swordsman_basicattack0303_1,25,100,10,180,27,80,80,0.2,icn_wpn_swordsman_03_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC00S3T10_1,橙色武士刀03_1,橙色武士刀1,wpn_swordsman_03_05_01.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,1,95,5,1,0,0,1,1,525,0.085,642,0.085,0,0,0,0,0,0,180,0.085,0,0,swordsman_basicattack0305_1,25,100,10,225,34,95,100,0.0,icn_wpn_swordsman_03_05_01.png,20000,0,,0,,0,,0,,0,,
YC00S3T10_2,橙色武士刀03_2,橙色武士刀2,wpn_swordsman_03_05_02.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,1,100,5,1,0,0,1,1,560,0.085,684,0.085,0,0,0,0,0,0,192,0.085,0,0,swordsman_basicattack0305_2,25,100,10,240,36,100,100,0.0,icn_wpn_swordsman_03_05_02.png,20000,0,,0,,0,,0,,0,,
YC00S3T3_2,母衣武士刀03_2,母衣武士刀,wpn_swordsman_03_03_02.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,1,40,3,1,YC00S3T4_2,0,1,1,233,0.085,285,0.085,0,0,0,0,0,0,80,0.085,0,0,swordsman_basicattack0303_2,25,100,10,100,15,40,40,0.0,icn_wpn_swordsman_03_03_02.png,5000,ma030301,1,ma030308,1,0,,0,,0,,
YC00S3T4_2,母衣武士刀03_2+1,母衣武士刀,wpn_swordsman_03_03_02.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,1,45,3,1,YC00S3T5_2,0,1,1,257,0.085,314,0.085,0,0,0,0,0,0,88,0.085,0,0,swordsman_basicattack0303_2,25,100,10,110,17,45,40,0.0,icn_wpn_swordsman_03_03_02.png,5000,0,,0,,0,,0,,0,,
YC00S3T5_2,母衣武士刀03_2+2,母衣武士刀,wpn_swordsman_03_03_02.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,1,50,3,1,YC00S3T6_2,0,1,1,280,0.085,342,0.085,0,0,0,0,0,0,96,0.085,0,0,swordsman_basicattack0303_2,25,100,10,120,18,50,40,0.6,icn_wpn_swordsman_03_03_02.png,5000,0,,0,,0,,0,,0,,
YC00S3T6_2,青鬼武士刀03_2,青鬼武士刀,wpn_swordsman_03_04_02.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,1,65,4,1,YC00S3T7_2,0,1,1,350,0.085,428,0.085,0,0,0,0,0,0,120,0.085,0,0,swordsman_basicattack0303_2,25,100,10,150,23,65,80,0.0,icn_wpn_swordsman_03_04_02.png,10000,ma030401,1,ma030409,1,0,,0,,0,,
YC00S3T7_2,青鬼武士刀03_2+1,青鬼武士刀,wpn_swordsman_03_04_02.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,1,70,4,1,YC00S3T8_2,0,1,1,373,0.085,456,0.085,0,0,0,0,0,0,128,0.085,0,0,swordsman_basicattack0303_2,25,100,10,160,24,70,80,0.0,icn_wpn_swordsman_03_04_02.png,10000,0,,0,,0,,0,,0,,
YC00S3T8_2,青鬼武士刀03_2+2,青鬼武士刀,wpn_swordsman_03_04_02.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,1,75,4,1,YC00S3T9_2,0,1,1,397,0.085,485,0.085,0,0,0,0,0,0,136,0.085,0,0,swordsman_basicattack0303_2,25,100,10,170,26,75,80,0.0,icn_wpn_swordsman_03_04_02.png,10000,0,,0,,0,,0,,0,,
YC00S3T9_2,青鬼武士刀03_2+3,青鬼武士刀,wpn_swordsman_03_04_02.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,1,80,4,1,,,1,1,420,0.085,513,0.085,0,0,0,0,0,0,144,0.085,0,0,swordsman_basicattack0303_2,25,100,10,180,27,80,80,0.2,icn_wpn_swordsman_03_04_02.png,10000,0,,0,,0,,0,,0,,
YC00S3T10_3,橙色武士刀03_3,橙色武士刀3,wpn_swordsman_03_05_03.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,1,95,5,1,0,0,1,1,525,0.085,642,0.085,0,0,0,0,0,0,180,0.085,0,0,swordsman_basicattack0305_3,25,100,10,225,34,95,100,0.0,icn_wpn_swordsman_03_05_03.png,20000,0,,0,,0,,0,,0,,
YC00S3T10_4,橙色武士刀03_4,橙色武士刀4,wpn_swordsman_03_05_04.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,1,100,5,1,0,0,1,1,560,0.085,684,0.085,0,0,0,0,0,0,192,0.085,0,0,swordsman_basicattack0305_4,25,100,10,240,36,100,100,0.0,icn_wpn_swordsman_03_05_04.png,20000,0,,0,,0,,0,,0,,
YC10S1T1,铁质骑士盾01,铁质骑士盾,shd_swordsman_01_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,10,1,1,YC10S1T2,0,1,1,65,0.085,79,0.085,0,0,0,0,50,0.085,0,0,0,0,PSmite1,25,100,10,50,8,10,1,1.0,icn_shd_swordsman_01_01.png,0,0,,0,,0,,0,,0,,
YC10S1T2,钢质骑士盾01,钢质骑士盾,shd_swordsman_01_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,25,2,1,YC10S1T3_1,YC10S1T3_2,1,1,97,0.085,119,0.085,0,0,0,0,75,0.085,0,0,0,0,PSmite2,25,100,10,75,11,25,25,0.4,icn_shd_swordsman_01_02.png,2000,ma010204,1,ma010203,1,,,,,0,,
YC10S1T3_1,白银骑士盾01_1,白银骑士盾,shd_swordsman_01_03_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,40,3,1,YC10S1T4_1,0,1,1,130,0.085,158,0.085,0,0,0,0,100,0.085,0,0,0,0,PSmite3,25,100,10,100,15,40,40,0.0,icn_shd_swordsman_01_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
YC10S1T4_1,白银骑士盾01_1+1,白银骑士盾,shd_swordsman_01_03_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,45,3,1,YC10S1T5_1,0,1,1,143,0.085,174,0.085,0,0,0,0,110,0.085,0,0,0,0,PSmite3,25,100,10,110,17,45,40,0.0,icn_shd_swordsman_01_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
YC10S1T5_1,白银骑士盾01_1+2,白银骑士盾,shd_swordsman_01_03_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,50,3,1,YC10S1T6_1,0,1,1,156,0.085,190,0.085,0,0,0,0,120,0.085,0,0,0,0,PSmite3,25,100,10,120,18,50,40,0.6,icn_shd_swordsman_01_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
YC10S1T6_1,黄金骑士盾01_1,黄金骑士盾,shd_swordsman_01_04_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,65,4,1,YC10S1T7_1,0,1,1,194,0.085,238,0.085,0,0,0,0,150,0.085,0,0,0,0,PSmite4,25,100,10,150,23,65,80,0.0,icn_shd_swordsman_01_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC10S1T7_1,黄金骑士盾01_1+1,黄金骑士盾,shd_swordsman_01_04_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,70,4,1,YC10S1T8_1,0,1,1,207,0.085,253,0.085,0,0,0,0,160,0.085,0,0,0,0,PSmite4,25,100,10,160,24,70,80,0.0,icn_shd_swordsman_01_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC10S1T8_1,黄金骑士盾01_1+2,黄金骑士盾,shd_swordsman_01_04_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,75,4,1,YC10S1T9_1,0,1,1,220,0.085,269,0.085,0,0,0,0,170,0.085,0,0,0,0,PSmite4,25,100,10,170,26,75,80,0.0,icn_shd_swordsman_01_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC10S1T9_1,黄金骑士盾01_1+3,黄金骑士盾,shd_swordsman_01_04_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,80,4,1,,,1,1,233,0.085,285,0.085,0,0,0,0,180,0.085,0,0,0,0,PSmite4,25,100,10,180,27,80,80,0.2,icn_shd_swordsman_01_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC10S1T10_1,橙色骑士盾01_1,橙色骑士盾1,shd_swordsman_01_05_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,95,5,1,0,0,1,1,292,0.085,356,0.085,0,0,0,0,225,0.085,0,0,0,0,PSmite5,25,100,10,225,34,95,100,0.0,icn_shd_swordsman_01_05_01.png,20000,0,,0,,0,,0,,0,,
YC10S1T10_2,橙色骑士盾01_2,橙色骑士盾2,shd_swordsman_01_05_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,100,5,1,0,0,1,1,311,0.085,380,0.085,0,0,0,0,240,0.085,0,0,0,0,PSmite5,25,100,10,240,36,100,100,0.0,icn_shd_swordsman_01_05_02.png,20000,0,,0,,0,,0,,0,,
YC10S1T3_2,黑耀骑士盾01_2,黑耀骑士盾,shd_swordsman_01_03_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,40,3,1,YC10S1T4_2,0,1,1,130,0.085,158,0.085,0,0,0,0,100,0.085,0,0,0,0,PDarknessRemit1,25,100,10,100,15,40,40,0.0,icn_shd_swordsman_01_03_02.png,5000,ma010301,1,ma010308,1,0,,0,,0,,
YC10S1T4_2,黑耀骑士盾01_2+1,黑耀骑士盾,shd_swordsman_01_03_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,45,3,1,YC10S1T5_2,0,1,1,143,0.085,174,0.085,0,0,0,0,110,0.085,0,0,0,0,PDarknessRemit1,25,100,10,110,17,45,40,0.0,icn_shd_swordsman_01_03_02.png,5000,0,,0,,0,,0,,0,,
YC10S1T5_2,黑耀骑士盾01_2+2,黑耀骑士盾,shd_swordsman_01_03_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,50,3,1,YC10S1T6_2,0,1,1,156,0.085,190,0.085,0,0,0,0,120,0.085,0,0,0,0,PDarknessRemit1,25,100,10,120,18,50,40,0.6,icn_shd_swordsman_01_03_02.png,5000,0,,0,,0,,0,,0,,
YC10S1T6_2,暗黑骑士盾01_2,暗黑骑士盾,shd_swordsman_01_04_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,65,4,1,YC10S1T7_2,0,1,1,194,0.085,238,0.085,0,0,0,0,150,0.085,0,0,0,0,PDarknessRemit2,25,100,10,150,23,65,80,0.0,icn_shd_swordsman_01_04_02.png,10000,ma010401,1,ma010409,1,0,,0,,0,,
YC10S1T7_2,暗黑骑士盾01_2+1,暗黑骑士盾,shd_swordsman_01_04_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,70,4,1,YC10S1T8_2,0,1,1,207,0.085,253,0.085,0,0,0,0,160,0.085,0,0,0,0,PDarknessRemit2,25,100,10,160,24,70,80,0.0,icn_shd_swordsman_01_04_02.png,10000,0,,0,,0,,0,,0,,
YC10S1T8_2,暗黑骑士盾01_2+2,暗黑骑士盾,shd_swordsman_01_04_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,75,4,1,YC10S1T9_2,0,1,1,220,0.085,269,0.085,0,0,0,0,170,0.085,0,0,0,0,PDarknessRemit2,25,100,10,170,26,75,80,0.0,icn_shd_swordsman_01_04_02.png,10000,0,,0,,0,,0,,0,,
YC10S1T9_2,暗黑骑士盾01_2+3,暗黑骑士盾,shd_swordsman_01_04_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,80,4,1,,,1,1,233,0.085,285,0.085,0,0,0,0,180,0.085,0,0,0,0,PDarknessRemit2,25,100,10,180,27,80,80,0.2,icn_shd_swordsman_01_04_02.png,10000,0,,0,,0,,0,,0,,
YC10S1T10_3,橙色骑士盾01_3,橙色骑士盾3,shd_swordsman_01_05_03.png,0,0,0,0,0,0,0,0,onSoundCB,2,95,5,1,,,1,1,292,0.085,356,0.085,0,0,0,0,225,0.085,0,0,0,0,PDarknessRemit3,25,100,10,225,34,95,100,0.0,icn_shd_swordsman_01_05_03.png,20000,0,,0,,0,,0,,0,,
YC10S1T10_4,橙色骑士盾01_4,橙色骑士盾4,shd_swordsman_01_05_04.png,0,0,0,0,0,0,0,0,onSoundCB,2,100,5,1,0,0,1,1,311,0.085,380,0.085,0,0,0,0,240,0.085,0,0,0,0,PDarknessRemit3,25,100,10,240,36,100,100,0.0,icn_shd_swordsman_01_05_04.png,20000,0,,0,,0,,0,,0,,
YC10S2T1,皮质圆盾02,皮质圆盾,shd_swordsman_02_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,10,1,1,YC10S2T2,0,1,1,57,0.085,69,0.085,0,0,0,0,55,0.085,0,0,0,0,PShieldSlash1,25,100,10,50,8,10,1,1.0,icn_shd_swordsman_02_01.png,0,0,,0,,0,,0,,0,,
YC10S2T2,木质圆盾02,木质圆盾,shd_swordsman_02_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,25,2,1,YC10S2T3_1,YC10S2T3_2,1,1,85,0.085,104,0.085,0,0,0,0,83,0.085,0,0,0,0,PShieldSlash2,25,100,10,75,11,25,25,0.4,icn_shd_swordsman_02_02.png,2000,ma010204,1,ma010203,1,,,,,0,,
YC10S2T3_1,铁质圆盾02_1,铁质圆盾,shd_swordsman_02_03_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,40,3,1,YC10S2T4_1,0,1,1,113,0.085,139,0.085,0,0,0,0,110,0.085,0,0,0,0,PShieldSlash3,25,100,10,100,15,40,40,0.0,icn_shd_swordsman_02_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
YC10S2T4_1,铁质圆盾02_1+1,铁质圆盾,shd_swordsman_02_03_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,45,3,1,YC10S2T5_1,0,1,1,125,0.085,152,0.085,0,0,0,0,121,0.085,0,0,0,0,PShieldSlash3,25,100,10,110,17,45,40,0.0,icn_shd_swordsman_02_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
YC10S2T5_1,铁质圆盾02_1+2,铁质圆盾,shd_swordsman_02_03_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,50,3,1,YC10S2T6_1,0,1,1,136,0.085,166,0.085,0,0,0,0,132,0.085,0,0,0,0,PShieldSlash3,25,100,10,120,18,50,40,0.6,icn_shd_swordsman_02_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
YC10S2T6_1,阿德曼圆盾02_1,阿德曼圆盾,shd_swordsman_02_04_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,65,4,1,YC10S2T7_1,0,1,1,170,0.085,208,0.085,0,0,0,0,165,0.085,0,0,0,0,PShieldSlash4,25,100,10,150,23,65,80,0.0,icn_shd_swordsman_02_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC10S2T7_1,阿德曼圆盾02_1+1,阿德曼圆盾,shd_swordsman_02_04_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,70,4,1,YC10S2T8_1,0,1,1,181,0.085,222,0.085,0,0,0,0,176,0.085,0,0,0,0,PShieldSlash4,25,100,10,160,24,70,80,0.0,icn_shd_swordsman_02_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC10S2T8_1,阿德曼圆盾02_1+2,阿德曼圆盾,shd_swordsman_02_04_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,75,4,1,YC10S2T9_1,0,1,1,193,0.085,236,0.085,0,0,0,0,187,0.085,0,0,0,0,PShieldSlash4,25,100,10,170,26,75,80,0.0,icn_shd_swordsman_02_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC10S2T9_1,阿德曼圆盾02_1+3,阿德曼圆盾,shd_swordsman_02_04_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,80,4,1,,,1,1,204,0.085,249,0.085,0,0,0,0,198,0.085,0,0,0,0,PShieldSlash4,25,100,10,180,27,80,80,0.2,icn_shd_swordsman_02_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC10S2T10_1,橙色圆盾02_1,橙色圆盾1,shd_swordsman_02_05_01.png,0,0,0,0,0,0,0,0,onSoundCB,2,95,5,1,0,0,1,1,255,0.085,312,0.085,0,0,0,0,248,0.085,0,0,0,0,PShieldSlash5,25,100,10,225,34,95,100,0.0,icn_shd_swordsman_02_05_01.png,20000,0,,0,,0,,0,,0,,
YC10S2T10_2,橙色圆盾02_2,橙色圆盾2,shd_swordsman_02_05_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,100,5,1,0,0,1,1,272,0.085,333,0.085,0,0,0,0,264,0.085,0,0,0,0,PShieldSlash5,25,100,10,240,36,100,100,0.0,icn_shd_swordsman_02_05_02.png,20000,0,,0,,0,,0,,0,,
YC10S2T3_2,红星圆盾02_2,红星圆盾,shd_swordsman_02_03_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,40,3,1,YC10S2T4_2,0,1,1,113,0.085,139,0.085,0,0,0,0,110,0.085,0,0,0,0,PShieldSlash1,25,100,10,100,15,40,40,0.0,icn_shd_swordsman_02_03_02.png,5000,ma020301,1,ma020308,1,0,,0,,0,,
YC10S2T4_2,红星圆盾02_2+1,红星圆盾,shd_swordsman_02_03_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,45,3,1,YC10S2T5_2,0,1,1,125,0.085,152,0.085,0,0,0,0,121,0.085,0,0,0,0,PShieldSlash1,25,100,10,110,17,45,40,0.0,icn_shd_swordsman_02_03_02.png,5000,0,,0,,0,,0,,0,,
YC10S2T5_2,红星圆盾02_2+2,红星圆盾,shd_swordsman_02_03_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,50,3,1,YC10S2T6_2,0,1,1,136,0.085,166,0.085,0,0,0,0,132,0.085,0,0,0,0,PShieldSlash1,25,100,10,120,18,50,40,0.6,icn_shd_swordsman_02_03_02.png,5000,0,,0,,0,,0,,0,,
YC10S2T6_2,爱国者圆盾02_2,爱国者圆盾,shd_swordsman_02_04_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,65,4,1,YC10S2T7_2,0,1,1,170,0.085,208,0.085,0,0,0,0,165,0.085,0,0,0,0,PShieldSlash4,25,100,10,150,23,65,80,0.0,icn_shd_swordsman_02_04_02.png,10000,ma020401,1,ma020409,1,0,,0,,0,,
YC10S2T7_2,爱国者圆盾02_2+1,爱国者圆盾,shd_swordsman_02_04_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,70,4,1,YC10S2T8_2,0,1,1,181,0.085,222,0.085,0,0,0,0,176,0.085,0,0,0,0,PShieldSlash4,25,100,10,160,24,70,80,0.0,icn_shd_swordsman_02_04_02.png,10000,0,,0,,0,,0,,0,,
YC10S2T8_2,爱国者圆盾02_2+2,爱国者圆盾,shd_swordsman_02_04_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,75,4,1,YC10S2T9_2,0,1,1,193,0.085,236,0.085,0,0,0,0,187,0.085,0,0,0,0,PShieldSlash4,25,100,10,170,26,75,80,0.0,icn_shd_swordsman_02_04_02.png,10000,0,,0,,0,,0,,0,,
YC10S2T9_2,爱国者圆盾02_2+3,爱国者圆盾,shd_swordsman_02_04_02.png,0,0,0,0,0,0,0,0,onSoundCB,2,80,4,1,,,1,1,204,0.085,249,0.085,0,0,0,0,198,0.085,0,0,0,0,PShieldSlash4,25,100,10,180,27,80,80,0.2,icn_shd_swordsman_02_04_02.png,10000,0,,0,,0,,0,,0,,
YC10S2T10_3,橙色圆盾02_3,橙色圆盾3,shd_swordsman_02_05_03.png,0,0,0,0,0,0,0,0,onSoundCB,2,95,5,1,0,0,1,1,255,0.085,312,0.085,0,0,0,0,248,0.085,0,0,0,0,PShieldSlash4,25,100,10,225,34,95,100,0.0,icn_shd_swordsman_02_05_03.png,20000,0,,0,,0,,0,,0,,
YC10S2T10_4,橙色圆盾02_4,橙色圆盾4,shd_swordsman_02_05_04.png,0,0,0,0,0,0,0,0,onSoundCB,2,100,5,1,0,0,1,1,272,0.085,333,0.085,0,0,0,0,264,0.085,0,0,0,0,PShieldSlash4,25,100,10,240,36,100,100,0.0,icn_shd_swordsman_02_05_04.png,20000,0,,0,,0,,0,,0,,
YC10S3T1,地头武士刀03,地头武士刀,shd_swordsman_03_01.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,2,10,1,1,YC10S3T2,0,1,1,78,0.085,95,0.085,0,0,0,0,60,0.085,0,0,0,0,PFlameWhirlwind1,25,100,10,50,8,10,1,1.0,icn_shd_swordsman_03_01.png,0,0,,0,,0,,0,,0,,
YC10S3T2,奉行武士刀03,奉行武士刀,shd_swordsman_03_02.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,2,25,2,1,YC10S3T3_1,YC10S3T3_2,1,1,117,0.085,143,0.085,0,0,0,0,90,0.085,0,0,0,0,PFlameWhirlwind1,25,100,10,75,11,25,25,0.4,icn_shd_swordsman_03_02.png,2000,ma010204,1,ma010203,1,,,,,0,,
YC10S3T3_1,旗本武士刀03_1,旗本武士刀,shd_swordsman_03_03_01.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,2,40,3,1,YC10S3T4_1,0,1,1,156,0.085,190,0.085,0,0,0,0,120,0.085,0,0,0,0,PFlameWhirlwind1,25,100,10,100,15,40,40,0.0,icn_shd_swordsman_03_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
YC10S3T4_1,旗本武士刀03_1+1,旗本武士刀,shd_swordsman_03_03_01.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,2,45,3,1,YC10S3T5_1,0,1,1,171,0.085,209,0.085,0,0,0,0,132,0.085,0,0,0,0,PFlameWhirlwind2,25,100,10,110,17,45,40,0.0,icn_shd_swordsman_03_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
YC10S3T5_1,旗本武士刀03_1+2,旗本武士刀,shd_swordsman_03_03_01.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,2,50,3,1,YC10S3T6_1,0,1,1,187,0.085,228,0.085,0,0,0,0,144,0.085,0,0,0,0,PFlameWhirlwind3,25,100,10,120,18,50,40,0.6,icn_shd_swordsman_03_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
YC10S3T6_1,赤鬼武士刀03_1,赤鬼武士刀,shd_swordsman_03_04_01.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,2,65,4,1,YC10S3T7_1,0,1,1,233,0.085,285,0.085,0,0,0,0,180,0.085,0,0,0,0,PFlameWhirlwind1,25,100,10,150,23,65,80,0.0,icn_shd_swordsman_03_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC10S3T7_1,赤鬼武士刀03_1+1,赤鬼武士刀,shd_swordsman_03_04_01.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,2,70,4,1,YC10S3T8_1,0,1,1,249,0.085,304,0.085,0,0,0,0,192,0.085,0,0,0,0,PFlameWhirlwind2,25,100,10,160,24,70,80,0.0,icn_shd_swordsman_03_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC10S3T8_1,赤鬼武士刀03_1+2,赤鬼武士刀,shd_swordsman_03_04_01.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,2,75,4,1,YC10S3T9_1,0,1,1,264,0.085,323,0.085,0,0,0,0,204,0.085,0,0,0,0,PFlameWhirlwind3,25,100,10,170,26,75,80,0.0,icn_shd_swordsman_03_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC10S3T9_1,赤鬼武士刀03_1+3,赤鬼武士刀,shd_swordsman_03_04_01.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,2,80,4,1,,,1,1,280,0.085,342,0.085,0,0,0,0,216,0.085,0,0,0,0,PFlameWhirlwind4,25,100,10,180,27,80,80,0.2,icn_shd_swordsman_03_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC10S3T10_1,橙色武士刀03_1,橙色武士刀1,shd_swordsman_03_05_01.png,0,0,Eff/Tower/swordsman/eff_swordsman_BasicAttack_01_03_01,eff_swordsman_BasicAttack_01_03_01,0,0,0,1,onSoundCB,2,95,5,1,0,0,1,1,350,0.085,428,0.085,0,0,0,0,270,0.085,0,0,0,0,PFlameWhirlwind5,25,100,10,225,34,95,100,0.0,icn_shd_swordsman_03_05_01.png,20000,0,,0,,0,,0,,0,,
